A000173,55
B000342,4
C000514,34
A000011,29
A000310,9
K000591,9
A000136,53
A000198,58
B000409,13
K000441,18
B000502,28
B000484,20
B000513,16
A000143,26
K000219,11
K000451,8
K000456,12
A000148,17
A000288,19
L000276,16
A000305,27
A000047,31
A000155,32
A000316,52
A000002,27
B000085,22
C000533,13
C000555,14
A000048,25
B000506,14
C000534,43
K000583,4
C000560,10
C000112,9
A000035,14
A000336,45
L000277,14
A000181,24
K000575,15
A000296,33
K000210,14
A000004,12
A000051,20
K000436,9
A000334,30
A000024,19
A000330,13
A000032,23
A000178,27
A000279,36
C000518,15
B000422,10
A000329,33
A000179,43
C000543,14
A000166,36
K000425,21
K000447,19
B000083,16
A000060,22
A000199,37
A000076,23
A000131,30
B000420,15
A000024,19
A000143,26
A000137,37
B000475,15
A000183,33
B000355,10
C000534,43
A000041,17
A000022,47
A000145,24
C000562,15
C000550,37
C000521,26
A000188,39
A000331,43
A000014,29
C000525,33
A000021,52
C000562,15
A000324,37
A000185,35
A000319,41
B000492,38
A000179,44
A000080,34
B000471,24
A000149,16
A000313,41
A000287,28
C000525,33
B000513,16
A000033,17
B000371,14
A000175,29
A000061,14
A000194,39
A000177,25
C000548,20
M000603,25
A000180,21
C000547,27
D000121,6
D000373,11
C000516,17
A000030,18
A000187,32
B000367,12
M000463,27
A000309,41
L000251,22
C000563,28
M000466,23
K000567,4
A000303,29
B000509,9
A000298,50
C000543,14
A000294,40
A000316,52
C000549,33
C000532,11
B000498,27
B000491,15
L000271,23
A000142,24
A000319,40
K000223,16
L000267,13
A000139,39
A000147,29
M000466,22
A000028,26
A000305,26
B000087,11
A000317,23
K000437,12
L000259,16
A000303,26
A000336,42
A000137,34
A000183,31
A000300,26
A000067,18
A000001,25
A000173,51
A000012,36
B000353,10
C000538,27
A000070,17
A000305,25
K000457,9
L000261,18
C000526,30
M000605,29
A000324,35
B000396,22
K000578,9
B000371,11
A000303,25
K000202,11
A000298,44
C000532,10
A000200,19
A000028,25
A000289,21
B000489,19
C000522,16
A000281,34
B000400,16
B000408,18
A000036,33
K000240,10
L000255,21
A000067,17
A000070,15
A000021,46
A000284,11
M000605,28
A000318,37
A000136,48
C000527,26
L000249,16
B000497,41
D000383,9
C000534,39
B000513,15
K000570,9
D000384,8
A000028,25
B000473,24
B000401,15
K000455,9
B000500,22
B000478,17
K000568,19
A000025,32
A000078,33
B000496,22
D000377,4
K000588,15
C000515,26
L000255,21
A000167,22
A000041,15
A000181,22
K000596,10
K000239,11
A000009,20
A000608,49
K000572,7
A000200,19
C000553,38
L000260,18
B000481,7
B000503,14
B000492,34
C000552,30
M000605,27
K000581,5
L000260,18
A000024,17
K000578,8
A000066,20
A000136,46
C000538,26
L000249,15
A000138,36
A000302,18
A000297,43
A000194,34
A000318,37
C000549,31
A000282,29
B000497,42
B000485,8
L000254,19
B000422,9
A000140,16
B000085,21
A000071,15
A000022,44
A000303,25
B000405,16
K000442,15
B000471,22
K000449,13
C000519,13
M000604,45
A000042,22
A000608,50
A000021,45
A000078,34
L000253,11
C000515,27
B000496,23
A000320,39
A000189,38
A000045,26
C000516,16
C000528,10
A000068,14
C000536,17
A000172,35
L000259,15
A000304,31
C000527,26
A000165,17
B000502,25
D000377,4
C000542,20
K000429,12
B000364,16
A000069,16
A000078,35
A000046,36
M000466,20
A000318,39
A000065,14
D000374,5
D000377,4
K000588,16
B000366,11
B000512,8
A000141,36
L000248,11
A000158,31
M000604,46
M000604,46
M000604,46
M000604,46
A000314,48
A000158,31
D000374,6
A000069,16
L000265,22
A000314,47
A000195,33
K000597,8
L000265,22
L000263,15
L000248,14
A000311,24
D000375,12
C000563,25
C000538,26
B000110,19
A000304,31
A000006,14
C000545,9
A000148,16
A000079,27
C000529,10
A000297,43
A000008,30
A000285,15
K000204,5
K000234,10
A000071,16
A000320,39
C000522,16
K000597,8
A000193,36
K000247,18
L000271,22
A000607,64
K000221,17
K000431,18
K000598,6
A000312,30
C000544,14
D000129,3
A000282,29
K000564,8
A000177,23
C000550,32
A000048,24
B000417,3
C000555,13
M000464,10
L000251,20
A000299,33
B000511,21
C000516,16
B000477,17
C000539,6
B000410,25
B000474,20
A000287,26
C000528,10
A000005,28
D000128,20
A000006,13
D000391,5
C000117,4
A000138,36
A000302,18
B000345,9
A000286,18
C000542,17
A000067,17
A000198,54
A000312,28
B000472,15
A000186,23
A000285,13
C000555,13
B000470,14
A000141,35
C000528,9
K000228,13
C000521,23
K000220,17
A000288,17
A000073,17
A000043,30
A000057,20
A000069,16
A000016,30
C000549,30
B000511,20
A000048,23
A000608,48
B000083,15
A000193,35
K000233,22
A000308,24
A000289,21
B000481,7
B000416,23
A000335,33
C000545,8
D000382,5
A000066,19
A000291,23
C000554,22
B000364,15
A000001,23
A000292,24
A000303,24
C000540,14
B000494,42
B000399,17
B000345,9
C000115,66
A000143,23
A000299,32
B000499,14
A000184,28
K000223,15
A000298,43
C000537,19
B000499,14
A000301,33
A000063,20
B000470,14
C000537,19
C000552,27
M000605,28
A000319,38
A000190,38
A000166,33
C000555,11
A000292,23
A000289,20
C000539,5
B000405,15
A000312,25
A000306,18
L000268,11
B000402,16
B000341,8
B000407,9
A000198,51
A000021,40
A000322,28
M000463,24
A000330,12
B000474,17
C000545,8
A000336,38
B000093,5
A000007,22
C000555,11
B000109,3
A000185,30
K000233,20
A000080,30
A000020,19
C000115,43
L000251,19
C000562,13
L000250,15
A000308,20
B000483,13
L000274,5
M000467,18
B000096,6
B000498,23
B000396,19
K000437,10
A000034,26
C000523,28
B000491,13
A000190,34
C000563,21
L000269,33
D000389,7
A000019,19
K000569,9
A000198,44
A000319,33
A000291,20
C000533,10
A000328,29
K000228,9
C000535,27
A000001,20
K000204,5
A000048,20
A000152,19
A000332,21
B000110,15
A000195,29
A000135,29
A000001,20
K000582,6
A000197,24
M000467,18
A000188,29
L000252,21
A000055,15
A000322,27
C000558,19
C000115,36
A000331,34
A000046,31
A000063,19
L000277,12
C000518,11
A000316,42
K000433,6
A000155,29
A000078,29
A000025,31
B000490,14
A000072,22
B000480,19
K000592,10
C000552,23
A000175,24
A000180,17
A000067,15
A000030,16
K000214,6
A000034,26
K000569,9
A000162,35
B000413,28
C000556,9
A000011,26
C000559,23
A000150,38
B000398,12
B000475,13
C000544,13
L000276,14
K000461,10
A000186,21
C000112,7
K000594,8
A000067,15
B000492,34
B000508,7
A000318,37
A000169,16
A000075,19
B000490,14
B000403,14
C000120,12
C000552,23
A000141,32
A000180,17
A000030,15
K000441,16
B000484,17
A000175,22
B000497,35
A000309,35
A000308,20
A000049,21
A000314,41
K000574,11
A000191,36
B000413,27
A000014,25
A000153,24
A000319,34
B000405,14
A000135,28
B000363,13
A000162,33
B000349,2
A000163,18
K000565,3
C000115,30
C000555,10
C000533,9
A000188,29
C000555,10
A000002,21
A000278,24
K000247,17
C000563,21
C000546,15
A000059,15
L000249,11
A000014,23
B000364,13
B000405,13
B000363,13
K000571,7
K000453,15
K000592,11
K000458,12
C000552,24
A000056,13
C000554,22
A000187,26
L000272,12
A000039,21
A000153,24
A000137,30
A000294,35
A000282,28
C000518,11
A000320,35
A000174,37
A000319,35
K000596,9
L000269,33
B000490,14
A000061,12
B000405,14
D000128,19
C000533,10
A000147,26
C000514,27
A000287,24
A000192,36
K000432,9
C000549,26
A000012,33
D000121,5
A000161,15
D000392,8
C000520,11
A000191,34
D000388,6
L000249,10
A000080,29
C000563,22
A000307,18
A000021,40
A000200,17
K000212,8
C000523,28
C000553,36
B000410,24
K000445,7
A000141,33
A000198,48
B000085,20
C000542,16
B000511,16
B000410,24
C000560,8
C000114,12
A000168,17
A000138,35
A000059,15
C000115,23
A000131,25
A000191,35
C000562,13
A000192,37
A000021,40
B000491,13
A000079,25
A000174,38
A000174,38
C000118,13
A000075,19
A000136,41
B000354,9
C000549,27
A000282,28
A000291,21
A000010,22
C000116,2
C000554,23
K000212,9
A000165,18
A000147,27
A000077,27
K000576,17
A000135,29
A000320,37
A000181,22
L000267,13
B000082,9
A000132,35
K000582,5
A000057,22
A000319,35
A000053,34
M000602,14
A000301,31
K000246,11
A000080,30
A000045,24
A000313,39
A000017,14
K000241,5
A000200,17
A000177,23
K000580,6
A000305,27
A000056,14
A000333,28
B000502,26
C000557,27
A000309,41
C000526,31
A000061,14
K000457,8
A000045,25
M000603,22
M000467,21
B000406,9
C000524,22
B000513,16
A000319,36
C000538,26
B000473,26
A000195,36
D000128,13
B000480,20
A000064,17
A000036,36
A000156,9
C000547,24
B000506,13
B000110,19
L000268,13
C000552,25
D000127,3
C000526,31
B000408,20
A000150,42
A000077,26
A000032,22
B000500,20
D000384,9
K000240,9
K000432,10
A000024,18
A000177,20
A000040,17
A000076,20
D000391,5
A000334,27
L000268,12
C000558,21
K000568,20
M000603,20
A000319,35
B000359,22
A000297,41
C000515,26
A000028,25
A000181,21
L000261,16
A000184,28
A000047,30
L000254,19
A000150,37
C000516,15
B000085,20
C000534,35
C000534,35
A000134,28
B000420,15
A000025,32
B000399,17
A000065,13
C000550,31
A000047,30
A000022,42
B000477,16
A000006,14
C000113,8
K000568,19
C000547,23
A000176,16
C000529,9
C000525,31
C000522,15
